studio,course,attendance list,current_date,class_date,is_holiday,is_holiday_week,maxnr,waiting list,warteliste_length
Cb,Di 11:00,"[""cb_member_032"",""cb_member_014"",""cb_member_019"",""cb_member_052"",""cb_member_004"",""cb_member_010"",""cb_member_016""]",2026-03-22 11:00:00,2026-03-24,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_032"",""cb_member_014"",""cb_member_019"",""cb_member_052"",""cb_member_004"",""cb_member_010"",""cb_member_016"",""cb_member_024"",""cb_member_031""]",2026-03-23 23:00:00,2026-03-24,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_032"",""cb_member_014"",""cb_member_019"",""cb_member_052"",""cb_member_004"",""cb_member_010"",""cb_member_016"",""cb_member_024"",""cb_member_031"",""cb_member_025""]",2026-03-24 05:00:00,2026-03-24,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_019"",""cb_member_062"",""cb_member_026"",""cb_member_007"",""cb_member_014""]",2026-03-24 11:00:00,2026-03-31,false,true,12.0,"[""cb_member_013""]",1
Cb,Di 11:00,"[""cb_member_019"",""cb_member_062"",""cb_member_026"",""cb_member_007"",""cb_member_067"",""cb_member_014""]",2026-03-27 11:00:00,2026-03-31,false,true,12.0,"[""cb_member_013""]",1
Cb,Di 11:00,"[""cb_member_019"",""cb_member_062"",""cb_member_026"",""cb_member_007"",""cb_member_067"",""cb_member_048"",""cb_member_069"",""cb_member_014""]",2026-03-28 11:00:00,2026-03-31,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_019"",""cb_member_062"",""cb_member_026"",""cb_member_007"",""cb_member_067"",""cb_member_048"",""cb_member_069"",""cb_member_010""]",2026-03-29 11:00:00,2026-03-31,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_019"",""cb_member_062"",""cb_member_026"",""cb_member_007"",""cb_member_067"",""cb_member_048"",""cb_member_069"",""cb_member_010"",""cb_member_049"",""cb_member_016""]",2026-03-30 23:00:00,2026-03-31,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_019"",""cb_member_062"",""cb_member_026"",""cb_member_007"",""cb_member_067"",""cb_member_048"",""cb_member_069"",""cb_member_010"",""cb_member_049"",""cb_member_016"",""cb_member_075""]",2026-03-31 05:00:00,2026-03-31,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_065"",""cb_member_012"",""cb_member_049"",""cb_member_032"",""cb_member_019""]",2026-04-01 23:00:00,2026-04-07,false,false,12.0,"[""cb_member_072""]",1
Cb,Di 11:00,"[""cb_member_065"",""cb_member_012"",""cb_member_049"",""cb_member_032"",""cb_member_053"",""cb_member_075"",""cb_member_019""]",2026-04-03 11:00:00,2026-04-07,false,false,12.0,"[""cb_member_072""]",1
Cb,Di 11:00,"[""cb_member_065"",""cb_member_012"",""cb_member_049"",""cb_member_032"",""cb_member_053"",""cb_member_075"",""cb_member_036"",""cb_member_044"",""cb_member_019""]",2026-04-04 11:00:00,2026-04-07,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_065"",""cb_member_012"",""cb_member_049"",""cb_member_032"",""cb_member_053"",""cb_member_075"",""cb_member_036"",""cb_member_044"",""cb_member_067""]",2026-04-05 11:00:00,2026-04-07,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_065"",""cb_member_012"",""cb_member_049"",""cb_member_032"",""cb_member_053"",""cb_member_075"",""cb_member_036"",""cb_member_044"",""cb_member_067"",""cb_member_057"",""cb_member_073""]",2026-04-06 11:00:00,2026-04-07,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_065"",""cb_member_012"",""cb_member_049"",""cb_member_032"",""cb_member_053"",""cb_member_075"",""cb_member_036"",""cb_member_044"",""cb_member_067"",""cb_member_057"",""cb_member_073"",""cb_member_069""]",2026-04-07 05:00:00,2026-04-07,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_061"",""cb_member_037"",""cb_member_043"",""cb_member_001"",""cb_member_035""]",2026-04-07 11:00:00,2026-04-14,false,false,12.0,"[""cb_member_050""]",1
Cb,Di 11:00,"[""cb_member_061"",""cb_member_037"",""cb_member_043"",""cb_member_001"",""cb_member_031"",""cb_member_003"",""cb_member_035""]",2026-04-08 23:00:00,2026-04-14,false,false,12.0,"[""cb_member_050""]",1
Cb,Di 11:00,"[""cb_member_061"",""cb_member_037"",""cb_member_043"",""cb_member_001"",""cb_member_031"",""cb_member_003"",""cb_member_040"",""cb_member_046""]",2026-04-11 11:00:00,2026-04-14,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_061"",""cb_member_037"",""cb_member_043"",""cb_member_001"",""cb_member_031"",""cb_member_003"",""cb_member_040"",""cb_member_046"",""cb_member_044"",""cb_member_058""]",2026-04-12 11:00:00,2026-04-14,false,false,12.0,"[""cb_member_047""]",1
Cb,Di 11:00,"[""cb_member_061"",""cb_member_037"",""cb_member_043"",""cb_member_001"",""cb_member_031"",""cb_member_003"",""cb_member_040"",""cb_member_046"",""cb_member_044"",""cb_member_058""]",2026-04-13 11:00:00,2026-04-14,false,false,12.0,"[""cb_member_047""]",1
Cb,Di 11:00,"[""cb_member_016"",""cb_member_014"",""cb_member_074"",""cb_member_023"",""cb_member_015""]",2026-04-14 11:00:00,2026-04-21,false,false,12.0,"[""cb_member_056""]",1
Cb,Di 11:00,"[""cb_member_016"",""cb_member_014"",""cb_member_074"",""cb_member_023"",""cb_member_029"",""cb_member_051"",""cb_member_015""]",2026-04-15 23:00:00,2026-04-21,false,false,12.0,"[""cb_member_056""]",1
Cb,Di 11:00,"[""cb_member_016"",""cb_member_014"",""cb_member_074"",""cb_member_023"",""cb_member_029"",""cb_member_051"",""cb_member_012"",""cb_member_021"",""cb_member_015""]",2026-04-17 11:00:00,2026-04-21,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_016"",""cb_member_014"",""cb_member_074"",""cb_member_023"",""cb_member_029"",""cb_member_051"",""cb_member_012"",""cb_member_021"",""cb_member_036""]",2026-04-19 11:00:00,2026-04-21,false,false,12.0,"[""cb_member_002""]",1
Cb,Di 11:00,"[""cb_member_016"",""cb_member_014"",""cb_member_074"",""cb_member_023"",""cb_member_029"",""cb_member_051"",""cb_member_012"",""cb_member_021"",""cb_member_036"",""cb_member_080"",""cb_member_079""]",2026-04-20 11:00:00,2026-04-21,false,false,12.0,"[""cb_member_002""]",1
Cb,Di 11:00,"[""cb_member_016"",""cb_member_014"",""cb_member_074"",""cb_member_023"",""cb_member_029"",""cb_member_051"",""cb_member_012"",""cb_member_021"",""cb_member_036"",""cb_member_080"",""cb_member_079"",""cb_member_031""]",2026-04-20 23:00:00,2026-04-21,false,false,12.0,"[""cb_member_002"",""cb_member_047""]",2
Cb,Di 11:00,"[""cb_member_023"",""cb_member_008"",""cb_member_036"",""cb_member_080"",""cb_member_029""]",2026-04-21 11:00:00,2026-04-28,false,true,12.0,"[""cb_member_014""]",1
Cb,Di 11:00,"[""cb_member_023"",""cb_member_008"",""cb_member_036"",""cb_member_080"",""cb_member_015"",""cb_member_029""]",2026-04-22 23:00:00,2026-04-28,false,true,12.0,"[""cb_member_014""]",1
Cb,Di 11:00,"[""cb_member_023"",""cb_member_008"",""cb_member_036"",""cb_member_080"",""cb_member_015"",""cb_member_058"",""cb_member_029""]",2026-04-24 11:00:00,2026-04-28,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_023"",""cb_member_008"",""cb_member_036"",""cb_member_080"",""cb_member_015"",""cb_member_058"",""cb_member_026"",""cb_member_074""]",2026-04-25 11:00:00,2026-04-28,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_023"",""cb_member_008"",""cb_member_036"",""cb_member_080"",""cb_member_015"",""cb_member_058"",""cb_member_026"",""cb_member_074"",""cb_member_002""]",2026-04-26 11:00:00,2026-04-28,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_023"",""cb_member_008"",""cb_member_036"",""cb_member_080"",""cb_member_015"",""cb_member_058"",""cb_member_026"",""cb_member_074"",""cb_member_002"",""cb_member_060""]",2026-04-27 23:00:00,2026-04-28,false,true,12.0,[],0
Cb,Di 11:00,"[""cb_member_015"",""cb_member_035"",""cb_member_046"",""cb_member_072"",""cb_member_039""]",2026-04-28 11:00:00,2026-05-05,false,false,12.0,"[""cb_member_038""]",1
Cb,Di 11:00,"[""cb_member_015"",""cb_member_035"",""cb_member_046"",""cb_member_072"",""cb_member_037"",""cb_member_039""]",2026-04-29 23:00:00,2026-05-05,false,false,12.0,"[""cb_member_038""]",1
Cb,Di 11:00,"[""cb_member_015"",""cb_member_035"",""cb_member_046"",""cb_member_072"",""cb_member_037"",""cb_member_066"",""cb_member_039""]",2026-05-01 11:00:00,2026-05-05,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_015"",""cb_member_035"",""cb_member_046"",""cb_member_072"",""cb_member_037"",""cb_member_066"",""cb_member_052"",""cb_member_048""]",2026-05-02 11:00:00,2026-05-05,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_015"",""cb_member_035"",""cb_member_046"",""cb_member_072"",""cb_member_037"",""cb_member_066"",""cb_member_052"",""cb_member_048"",""cb_member_006""]",2026-05-03 11:00:00,2026-05-05,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_015"",""cb_member_035"",""cb_member_046"",""cb_member_072"",""cb_member_037"",""cb_member_066"",""cb_member_052"",""cb_member_048"",""cb_member_006"",""cb_member_078""]",2026-05-04 11:00:00,2026-05-05,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_015"",""cb_member_035"",""cb_member_046"",""cb_member_072"",""cb_member_037"",""cb_member_066"",""cb_member_052"",""cb_member_048"",""cb_member_006"",""cb_member_078"",""cb_member_008""]",2026-05-05 05:00:00,2026-05-05,false,false,12.0,[],0
Cb,Di 11:00,"[""cb_member_068"",""cb_member_013"",""cb_member_018"",""cb_member_016"",""cb_member_045""]",2026-05-05 11:00:00,2026-05-12,false,false,12.0,"[""cb_member_015""]",1
Cb,Di 11:00,"[""cb_member_068"",""cb_member_013"",""cb_member_018"",""cb_member_016"",""cb_member_030"",""cb_member_051"",""cb_member_045""]",2026-05-06 23:00:00,2026-05-12,false,false,12.0,"[""cb_member_015""]",1
